userid,itemid,weekday,domain,sales_chart,sales_rank,brand,price,user_pos_1month_seq,user_neg_1month_seq,user_pos_2month_seq,user_neg_2month_seq,user_pos_6month_seq,user_neg_6month_seq,label,timestamp,is_augmented
854514,1346203,0,2,34,9,937,5,[],[],[895670],[],[895670],[],0,1512950400,False
2775001,718096,4,2,34,9,11626,4,"[975324, 1309735, 654600]",[],"[975324, 1309735, 654600]",[],"[994524, 839128, 975324, 1309735, 654600]","[318908, 862250, 625683]",1,1530835200,False
2298984,851694,4,2,34,9,5618,6,[],[],[],[],[],[],1,1509667200,False
2071097,780487,2,2,34,9,20729,7,[],[],[],[],[],[930723],0,1515542400,False
1980482,1270345,3,2,34,9,4958,3,[],[],[],[],"[1146602, 304075, 642896, 422109, 422109, 986373, 368335, 975819, 368335, 1072186, 322725, 334227, 354613, 354613, 630209, 284139]","[484946, 865767, 434356, 317673]",1,1524096000,False
1304533,1029857,4,2,34,9,11626,5,[],[],[],[],[],[],0,1519948800,False
526654,735465,3,2,34,9,3895,6,[],"[1328955, 267056, 430853, 843569, 59550]",[],"[1328955, 267056, 430853, 843569, 59550]",[],"[1328955, 267056, 430853, 843569, 59550]",0,1521072000,False
1439001,605211,0,2,34,9,7700,3,[],[],[],[],[],[],0,1519603200,False
1704496,1329469,1,2,34,9,4958,3,[],[],[],[],[],[],1,1530576000,False
162683,328154,4,2,34,9,20932,6,[],[],[],[],[],[],0,1513296000,False
2538440,851182,3,2,34,9,14663,0,[],[],[],[],[],[],0,1506556800,False
2106580,423325,2,2,34,9,66,4,[],[],[],[],[],[],1,1510099200,False
584396,874192,1,2,34,9,11626,4,[],[],[],[],[],[],1,1517270400,False
1967411,995568,5,2,34,9,2920,4,[],[],"[379683, 1078883, 313619, 599936, 992337]","[392005, 927899, 656552]","[379683, 1078883, 313619, 599936, 992337]","[392005, 927899, 656552]",1,1527292800,False
2393317,1173253,4,2,34,9,9328,4,[],[],[],[],[],[],0,1530835200,False
787148,502969,0,2,34,9,15815,5,[],[],[],[],[],[],0,1520208000,False
846761,797070,2,2,34,9,3332,4,[],[],[],[],[],[],0,1502841600,False
215269,338891,4,2,34,9,14100,4,[],[],[],[],[],[],1,1509667200,False
1887034,535589,4,2,34,9,11626,3,[],[],[],[],[],[],0,1509062400,False
873709,1250128,0,2,34,9,9431,4,[],[],"[1222712, 685953]",[],"[1222712, 685953]",[],0,1515369600,False
1245662,611653,2,2,39,9,11626,6,[],[],[],[],[],[],0,1504656000,False
2499423,443222,2,2,34,9,13800,6,[],[],"[364245, 753272, 95427, 907383, 364245]","[1151446, 749418]","[364245, 753272, 95427, 907383, 364245]","[1151446, 749418]",1,1518566400,False
268242,890634,4,2,34,9,4016,7,[],[],[],[],[],[],0,1523577600,False
2331869,986495,0,2,34,9,7828,5,[],[],[],[],[],[],1,1521417600,False
97109,305130,2,2,34,9,6510,4,[],[],[],[],[],[],1,1515542400,False
2690558,1002984,0,2,34,9,11626,4,[],[],[],[],[],[669533],0,1524441600,False
2258434,640876,6,2,34,9,6987,6,"[631589, 792573, 652920, 1018296, 822430]","[669534, 449679, 1041617, 1197119]","[631589, 792573, 652920, 1018296, 822430]","[669534, 449679, 1041617, 1197119]","[631589, 792573, 652920, 1018296, 822430]","[669534, 449679, 1041617, 1197119]",0,1505001600,False
2501140,1291530,6,2,34,9,12424,1,[],[],[],[],[315102],[533039],1,1531612800,False
1322595,1257564,3,2,34,9,11626,5,[],[],[],[],"[270698, 838068]",[461642],1,1531958400,False
1416252,1002525,3,2,34,9,11626,3,[],[],[],[],[],[],0,1529539200,False
2850218,1345251,3,2,34,9,11626,5,[],[1222819],[],[1222819],[116620],[1222819],1,1532563200,False
71558,1021423,6,2,34,9,1211,4,[],[],[],[],[],[],0,1510444800,False
2155721,571464,6,2,34,9,5464,5,[],[],[],[],[],[],1,1503792000,False
1380407,787444,4,2,34,9,17294,5,[],[754843],[1337514],"[1262105, 754843]","[1207286, 1337514]","[435737, 909397, 1262105, 754843]",1,1524182400,False
2869287,611061,1,2,34,9,7092,4,[],[],[],[],[],[],1,1503964800,False
618272,437597,3,2,34,9,11626,6,[],[],[],[],[],[560706],0,1521676800,False
1928320,614041,0,2,34,9,3193,6,[],[],[],[],[],[],0,1508716800,False
2562729,395618,3,2,34,9,6135,4,[],[],[],[],[],[],1,1510790400,False
1262328,1275079,6,2,34,9,11626,4,[],[],[],[],[],[],1,1506211200,False
624534,797998,3,2,34,9,12424,3,[],[],[],[],[],[],0,1508976000,False
2565875,641101,4,2,34,9,11626,4,[],[],[],[],[],[],0,1512691200,False
387734,1073721,2,2,34,9,7942,3,[],[],[],[],[],[],0,1524009600,False
638140,724496,5,2,34,9,15092,1,[],[],[],[],[],[],0,1531526400,False
2463711,648498,5,2,34,9,3207,4,[],[],[],[],[],[670720],1,1523664000,False
58715,347854,1,2,39,7,16358,4,[],[],[],[],[],[],0,1523318400,False
875808,336284,1,2,39,8,11626,3,[],[],[],[],[],[],0,1505174400,False
2356978,305971,1,2,34,9,4396,6,[],[],[],[],[],[],0,1504569600,False
1152188,1040922,4,2,34,9,6079,6,[],[],[],[],[],[],1,1529020800,False
2502102,1012891,6,2,34,9,1412,5,[],[],[],[],[],[],0,1522540800,False
1792534,579095,0,2,34,9,2139,4,[],[],[],[],[],[],1,1518393600,False
2787830,1123404,1,2,34,9,4958,3,[],[],[],[],"[473008, 554992, 646839]","[804400, 621543]",1,1522713600,False
1722560,1168176,2,2,34,9,21378,6,[],[],[],[],"[916901, 920861, 980364, 1125392, 777928]","[1010629, 1049832, 1016691]",0,1527033600,False
957900,1329464,1,2,34,9,4958,3,[],[],[],[],[],[],1,1505174400,False
2716342,359447,5,2,34,9,164,4,[],[],"[299163, 371575]",[],"[299163, 371575]",[],1,1526083200,False
839146,819716,0,2,34,9,21618,4,"[684656, 336015]","[406380, 326804]","[860703, 1151532, 303663, 1178846, 645087, 684656, 336015]","[316333, 1050908, 477523, 888275, 321865, 406380, 326804]","[860703, 1151532, 303663, 1178846, 645087, 684656, 336015]","[316333, 1050908, 477523, 888275, 321865, 406380, 326804]",0,1509926400,False
1352374,1160622,6,2,34,9,2171,3,[],[],[],[],[],[],0,1532217600,False
1832903,397122,1,2,34,9,4100,5,"[357174, 372131, 819920, 357174, 364441, 300379, 364441, 275303, 335578, 504776, 455820]","[549423, 893265]","[357174, 372131, 819920, 357174, 364441, 300379, 364441, 275303, 335578, 504776, 455820]","[549423, 893265]","[357174, 372131, 819920, 357174, 364441, 300379, 364441, 275303, 335578, 504776, 455820]","[549423, 893265]",1,1506988800,False
735988,1156147,2,2,34,9,15128,5,[],[],[],[],[],[],0,1504051200,False
947436,527660,4,2,34,9,15477,1,[],[],[],[],[],[],1,1506038400,False
2372830,454334,2,2,34,9,2281,6,[],[],[],[],[],[],1,1510099200,False
2473206,1356371,5,2,34,9,11626,5,[],[],[],[],[],[],0,1513382400,False
938856,974381,4,2,34,9,1431,0,[],[],[],[],[],[],1,1529625600,False
746622,362730,6,2,34,9,11626,5,[],[],[],[],[],[],0,1506211200,False
2783535,313436,2,2,34,9,11626,5,[],[],[],[],[],[],0,1505865600,False
864802,793442,6,2,34,9,11626,7,[],[],[],[],[],[],0,1527984000,False
2490877,1343209,2,2,34,9,11626,4,[],[],[],[],[],[],0,1528243200,False
180362,966508,1,2,34,9,12291,4,[],[],[],[],[],[],0,1512432000,False
1733356,347706,5,2,34,9,11011,4,[],[],[],[],[],[],0,1509753600,False
254756,598392,1,2,34,9,8559,6,"[810498, 787659, 682613]",[793367],"[810498, 787659, 682613]","[495496, 793367]","[810498, 787659, 682613]","[495496, 793367]",1,1530576000,False
2583173,868107,4,2,34,9,1412,4,[],[],[915406],[],"[890535, 1316252, 915406]",[],0,1532649600,False
1984876,858837,5,2,34,9,7828,6,[],[],[],[],[],[],0,1526083200,False
660326,331195,5,2,34,9,9994,5,[],[],[],[],[],"[540345, 585775]",1,1520640000,False
2066415,664546,3,2,34,9,15092,3,[],[],[],[],[],[],1,1509580800,False
1948731,853544,6,2,34,9,1912,7,[],[],[],[],[],[],0,1521936000,False
882622,380238,3,2,34,9,10148,4,[],[],[],[],[],[],0,1509580800,False
1354956,1141030,1,2,34,9,7725,4,[],[],[],[588605],[],"[934946, 699601, 470418, 339681, 299720, 1125122, 289560, 588605]",0,1521504000,False
1107687,296328,2,2,34,9,895,3,[],[],[],[],[],[],0,1524614400,False
1032539,954033,2,2,34,9,9574,3,[],[],[],[],[],[],0,1524614400,False
238514,306860,3,2,34,9,21185,4,[],[],[],[],[],[],1,1514419200,False
1485652,1079585,1,2,34,9,3733,0,[],[],[],[],[],[],1,1532995200,False
2064138,305130,2,2,34,9,6510,4,"[301382, 342807, 684263]","[456221, 631825]","[281366, 1262033, 301382, 342807, 684263]","[339576, 308072, 305006, 456221, 631825]","[281366, 1262033, 301382, 342807, 684263]","[339576, 308072, 305006, 456221, 631825]",0,1525824000,False
623299,296119,6,2,34,9,6135,3,[],[],"[873309, 994884, 668911, 1257861]",[1340668],"[873309, 994884, 668911, 1257861]",[1340668],1,1506816000,False
447462,306775,0,2,34,9,164,3,[],[],[129776],[],"[815040, 838963, 300398, 876004, 353846, 765276, 656810, 296328, 442416, 992407, 292398, 686327, 170488, 412529, 655151, 849638, 518699, 511039, 129776]","[741636, 681859, 439728, 300497, 486229, 507086, 533832, 484136, 447944, 500477, 739204]",1,1519603200,False
173880,1109103,5,2,34,9,7895,4,[],[],[],[],[],[],0,1517616000,False
1539904,1225993,5,2,34,9,11626,5,[],"[460307, 519398, 605152]",[],"[460307, 519398, 605152]",[],"[460307, 519398, 605152]",0,1509148800,False
1572136,400409,6,2,34,9,11268,3,[],[],[],[],"[667075, 945950, 319594]",[969499],1,1524355200,False
1523613,1092812,4,2,34,9,1282,3,[],[],"[854087, 935414, 603762]",[],"[854087, 935414, 603762]",[],1,1521158400,False
65810,469422,1,2,34,9,2854,4,[],[],[],[],[],[],0,1526342400,False
1445161,384226,6,2,34,9,2281,3,[946119],[],[946119],[],[946119],[],0,1505001600,False
1613555,704684,5,2,34,9,11058,3,[],"[307650, 951131, 951131]",[],"[307650, 951131, 951131]",[],"[307650, 951131, 951131]",0,1507939200,False
1904167,427353,0,2,34,9,4646,6,[],[989909],[],[989909],[],[989909],1,1505088000,False
2137845,286840,0,2,34,9,3028,4,[],[],[],[],"[335083, 830021, 615663, 1098231, 948601, 583655]","[702332, 583781]",1,1520208000,False
1499336,1271467,4,2,34,9,11626,3,[],[],[],[],[],[],0,1509667200,False
275347,974427,3,2,34,9,12424,3,[331582],[],[331582],[],[331582],[],1,1516233600,False
2328141,873515,5,2,34,9,101,4,[],[919777],[],[919777],"[315923, 310250, 366404, 366404]",[919777],1,1519430400,False
2539679,947473,1,2,34,9,10805,4,[],[],[],[],[],[],1,1502755200,False
830881,1032654,6,2,34,9,5617,4,[],[],[],[],"[461769, 675253]",[729020],0,1520726400,False
1057739,416648,3,2,34,9,11626,4,"[11419, 256835]","[242807, 22254]","[27251, 11419, 256835]","[242807, 22254]","[27251, 11419, 256835]","[242807, 22254]",0,1505952000,False
43191,1237864,5,2,34,9,11626,4,[],[618286],[],[618286],[],[618286],0,1524873600,False
2839256,306899,5,2,34,9,1288,4,[],[],[],[],"[600638, 597325, 54840, 78454, 78452, 78453]",[],0,1510358400,False
1414921,1063470,5,2,34,9,11626,4,[],[],[],[],"[142387, 698457, 1366965, 975758, 963109, 1204490, 1051157, 1234744, 408994, 996063]","[1052514, 571850, 758637, 1064890]",0,1522454400,False
911624,891097,0,2,34,9,540,4,[],[],[],[],[],[],1,1532908800,False
1138192,892454,1,2,34,9,15338,4,"[959390, 378059]",[],"[1003811, 579954, 959390, 378059]",[],"[289582, 326595, 1003811, 579954, 959390, 378059]",[],1,1515456000,False
1244654,288099,4,2,34,9,10850,3,[],[],[],[],[],[958941],0,1521763200,False
974211,966476,4,2,34,9,12291,4,[],[],[],[],[],[],1,1512691200,False
2136484,1163063,0,2,34,9,1286,5,"[1038664, 1016536, 878554]","[1338594, 1035579]","[1038664, 1016536, 878554]","[1338594, 1035579]","[1038664, 1016536, 878554]","[1338594, 1035579]",1,1515974400,False
492163,939111,6,2,34,9,21446,3,[],[],[],[],[],[],0,1526774400,False
2764355,910398,2,2,34,9,13463,4,[],[],[],[],[],"[468442, 745107]",0,1526428800,False
815320,364176,4,2,34,9,895,4,[],[341882],"[1061510, 702515, 1260500]",[341882],"[769596, 870105, 1061510, 702515, 1260500]",[341882],0,1514505600,False
244914,283634,2,2,34,9,12718,4,[],[],[],[],[],[],0,1511308800,False
2002169,410148,2,2,34,9,15807,4,"[1151747, 778486]",[482524],"[1151747, 778486]",[482524],"[1151747, 778486]",[482524],1,1504656000,False
686950,1266755,5,2,34,9,11626,4,"[671552, 599910, 1218412, 1144297]",[],"[671552, 599910, 1218412, 1144297]",[],"[671552, 599910, 1218412, 1144297]",[],1,1529107200,False
1753966,519238,4,2,4,8,15379,6,[],[],[],[],[],[],0,1509667200,False
338226,498473,2,2,34,9,16710,6,[],[],[],[],[],[],0,1516147200,False
443159,750052,6,2,34,9,7581,3,[],[],[],[],[],[],1,1529798400,False
1866503,237939,6,3,8,9,19195,3,"[181169, 209324, 211406, 767569, 175129, 194327, 87458]",[],"[699672, 101643, 163639, 181169, 209324, 211406, 767569, 175129, 194327, 87458]",[],"[699672, 101643, 163639, 181169, 209324, 211406, 767569, 175129, 194327, 87458]",[],1,1507420800,False
1315675,113528,4,3,8,2,11626,4,"[248906, 256779, 252900, 252310, 237492, 246425, 256325, 254048, 114580, 253656, 111061, 236067, 253508, 254220, 1122208, 251630]","[252384, 253539, 239260, 163716, 173124, 526847, 253631, 254639]","[1309096, 179517, 103789, 252400, 111789, 249947, 253593, 251845, 253197, 248906, 256779, 252900, 252310, 237492, 246425, 256325, 254048, 114580, 253656, 111061, 236067, 253508, 254220, 1122208, 251630]","[251597, 239251, 239259, 143457, 215798, 173182, 111513, 104120, 247175, 624076, 252001, 227842, 252384, 253539, 239260, 163716, 173124, 526847, 253631, 254639]","[215010, 105925, 177850, 244207, 186758, 185383, 176464, 180411, 158726, 243436, 63758, 247776, 243722, 958223, 245245, 245115, 233125, 239378, 245128, 184978, 236065, 227841, 238759, 234250, 247794, 842522, 173291, 247345, 1002994, 106290, 169472, 247236, 247781, 236066, 178721, 215011, 247735, 186201, 247304, 245381, 242617, 868620, 247133, 247027, 62878, 110628, 148041, 64301, 246803, 248603, 181392, 247930, 248058, 248931, 248737, 182900, 64650, 177119, 249378, 1335145, 251214, 186692, 249020, 171950, 244333, 251669, 249983, 110136, 1309096, 179517, 103789, 252400, 111789, 249947, 253593, 251845, 253197, 248906, 256779, 252900, 252310, 237492, 246425, 256325, 254048, 114580, 253656, 111061, 236067, 253508, 254220, 1122208, 251630]","[182254, 106680, 673228, 177248, 186791, 166212, 256430, 237704, 238760, 215063, 242644, 242460, 233361, 242392, 173733, 245974, 146124, 247222, 244025, 605930, 166852, 256511, 159800, 112374, 106289, 187602, 172104, 233119, 245083, 166671, 238758, 242469, 791317, 247242, 112583, 247243, 245043, 172702, 1363528, 238757, 174900, 186811, 249667, 64906, 110215, 159107, 251270, 185872, 181697, 248549, 241833, 248488, 251597, 239251, 239259, 143457, 215798, 173182, 111513, 104120, 247175, 624076, 252001, 227842, 252384, 253539, 239260, 163716, 173124, 526847, 253631, 254639]",1,1518739200,False
1227105,16498,2,3,8,7,20028,4,[],[],[],[],[],[],1,1504656000,False
2196821,142367,3,3,8,10,19125,4,[],[],[],[],"[707492, 352547, 352547, 1366243, 1338546]",[],0,1522281600,False
2050238,246666,3,3,8,10,11626,3,[],[],[],[],"[1095655, 313096]",[942694],1,1513814400,False
1462528,137052,0,3,8,10,11626,4,[],[],[],[],[],[],0,1503878400,False
